-940,16,263
-953,17,272
-945,11,274
-944,15,265
-940,13,268
-942,12,275
-953,14,263
-937,10,274
-942,12,273
-947,5,278
-945,5,267
-942,9,262
-942,6,264
-946,9,269
-945,11,270
-943,11,269
-943,11,266
-943,9,268
-944,13,267
-944,13,268
-945,11,267
-943,12,270
-944,11,266
-944,11,263
-944,12,264
-946,16,262
-943,7,277
-944,9,260
-939,12,266
-953,14,270
-943,4,272
-941,12,263
-941,12,267
-944,11,275
-950,12,271
-943,12,261
-941,13,275
-946,10,276
-947,10,270
-942,10,267
-941,9,266
-946,8,265
-946,10,266
-944,8,269
-944,10,270
-943,12,268
-944,12,268
-943,11,269
-944,12,268
-943,13,268
-944,13,268
-943,12,263
-944,12,268
-943,12,275
-941,6,269
-950,10,257
-943,16,266
-945,10,270
-949,11,271
-942,10,266
-939,15,267
-943,12,271
-948,11,268
-948,14,266
-939,8,273
-946,8,275
-948,7,271
-944,11,266
-944,11,263
-946,11,264
-948,12,265
-946,13,263
-945,12,268
-945,14,268
-945,12,270
-944,13,270
-945,14,268
-944,11,270
-944,12,275
-944,13,269
-944,13,271
-940,13,279
-943,8,272
-948,12,268
-941,15,275
-943,12,281
-951,13,281
-941,10,281
-938,16,277
-939,12,285
-945,11,284
-941,14,280
-936,9,282
-940,12,291
-945,10,282
-940,11,275
-941,12,279
-942,14,278
-945,15,276
-941,13,269
-941,12,273
-943,14,277
-943,13,274
-941,13,271
-942,12,270
-942,14,270
-944,14,272
-945,15,270
-944,14,271
-942,15,278
-942,9,273
-949,13,262
-940,15,267
-948,10,278
-948,11,276
-938,8,273
-938,11,273
-942,13,280
-947,9,279
-941,11,266
-938,11,275
-941,10,289
-944,9,279
-941,12,273
-941,9,271
-944,10,267
-944,11,271
-943,10,274
-943,10,274
-942,13,275
-942,14,274
-943,14,275
-944,14,275
-943,14,276
-944,13,274
-944,12,269
-942,13,272
-946,14,261
-945,7,281
-942,12,267
-938,11,273
-952,12,275
-942,6,275
-941,10,269
-937,11,275
-944,20,282
-951,14,270
-955,16,266
-940,11,271
-936,13,276
-935,16,280
-936,15,269
-951,11,281
-955,9,285
-944,-6,274
-937,7,280
-940,15,283
-953,12,262
-952,-1,259
-943,-5,261
-936,2,275
-950,9,279
-944,10,283
-939,11,294
-949,18,299
-953,24,259
-936,30,266
-937,25,277
-943,21,291
-937,9,293
-941,19,299
-934,16,303
-938,19,294
-937,23,283
-932,28,294
-944,21,300
-946,26,282
-935,30,285
-934,34,299
-938,27,304
-945,27,298
-937,32,297
-933,27,295
-934,34,299
-940,36,297
-934,45,301
-928,38,325
-930,53,309
-916,53,331
-931,54,324
-927,66,324
-934,50,324
-927,54,336
-921,63,324
-922,60,315
-928,53,311
-935,49,309
-929,45,294
-928,56,303
-939,38,304
-932,48,303
-930,52,311
-934,54,308
-930,49,309
-933,52,316
-934,43,315
-935,44,308
-931,44,303
-932,40,306
-933,39,297
-941,37,297
-933,42,299
-940,37,299
-936,36,299
-934,39,302
-931,41,299
-934,37,308
-937,44,304
-936,48,310
-930,35,295
-934,27,307
-942,33,302
-938,32,297
-934,34,296
-944,43,291
-940,33,289
-930,21,293
-939,33,295
-937,19,300
-942,38,298
-931,34,300
-931,61,294
-945,48,278
-933,34,286
-930,44,293
-925,8,310
-941,13,301
-921,-6,292
-931,-10,297
-942,3,279
-931,-22,281
-934,-12,258
-933,31,270
-956,33,267
