1723807879.000000, IBI
13.843750,0.843750
14.578125,0.734375
15.406250,0.828125
16.187500,0.781250
16.984375,0.796875
17.734375,0.750000
32.593750,0.734375
33.421875,0.828125
34.250000,0.828125
35.015625,0.765625
35.734375,0.718750
36.515625,0.781250
37.187500,0.671875
38.093750,0.906250
43.328125,0.765625
77.765625,0.828125
78.593750,0.828125
79.437500,0.843750
80.375000,0.937500
81.109375,0.734375
81.953125,0.843750
82.796875,0.843750
83.640625,0.843750
84.500000,0.859375
85.343750,0.843750
86.187500,0.843750
87.046875,0.859375
87.828125,0.781250
92.203125,0.750000
92.968750,0.765625
99.453125,0.796875
100.187500,0.734375
100.937500,0.750000
101.718750,0.781250
102.515625,0.796875
103.296875,0.781250
103.968750,0.671875
104.765625,0.796875
109.109375,0.796875
109.953125,0.843750
110.781250,0.828125
111.578125,0.796875
112.406250,0.828125
113.187500,0.781250
113.937500,0.750000
114.718750,0.781250
115.515625,0.796875
116.250000,0.734375
117.000000,0.750000
135.562500,0.812500
136.390625,0.828125
137.234375,0.843750
138.078125,0.843750
138.859375,0.781250
139.640625,0.781250
140.437500,0.796875
141.203125,0.765625
141.953125,0.750000
142.750000,0.796875
143.578125,0.828125
144.359375,0.781250
145.140625,0.781250
145.953125,0.812500
146.781250,0.828125
147.515625,0.734375
148.281250,0.765625
149.093750,0.812500
149.859375,0.765625
150.578125,0.718750
151.312500,0.734375
152.093750,0.781250
152.843750,0.750000
153.531250,0.687500
154.234375,0.703125
154.953125,0.718750
155.734375,0.781250
160.031250,0.718750
160.796875,0.765625
161.593750,0.796875
162.375000,0.781250
163.140625,0.765625
163.921875,0.781250
164.687500,0.765625
165.390625,0.703125
166.125000,0.734375
166.875000,0.750000
167.640625,0.765625
168.359375,0.718750
169.125000,0.765625
169.906250,0.781250
170.656250,0.750000
171.453125,0.796875
172.296875,0.843750
173.093750,0.796875
173.859375,0.765625
174.656250,0.796875
175.406250,0.750000
176.156250,0.750000
176.921875,0.765625
177.750000,0.828125
178.484375,0.734375
179.281250,0.796875
180.125000,0.843750
180.968750,0.843750
181.734375,0.765625
182.562500,0.828125
183.375000,0.812500
184.140625,0.765625
184.906250,0.765625
185.687500,0.781250
186.484375,0.796875
187.203125,0.718750
187.968750,0.765625
188.734375,0.765625
189.437500,0.703125
190.109375,0.671875
190.859375,0.750000
191.656250,0.796875
199.000000,0.781250
199.734375,0.734375
200.500000,0.765625
208.093750,0.687500
208.843750,0.750000
209.625000,0.781250
210.406250,0.781250
211.234375,0.828125
212.062500,0.828125
212.890625,0.828125
213.687500,0.796875
214.437500,0.750000
215.187500,0.750000
215.906250,0.718750
216.640625,0.734375
217.406250,0.765625
218.125000,0.718750
225.687500,0.750000
231.453125,0.687500
232.171875,0.718750
232.859375,0.687500
233.578125,0.718750
253.328125,0.703125
260.859375,0.796875
261.671875,0.812500
262.500000,0.828125
263.296875,0.796875
264.062500,0.765625
264.828125,0.765625
265.500000,0.671875
266.265625,0.765625
277.203125,0.796875
277.953125,0.750000
278.734375,0.781250
279.562500,0.828125
280.375000,0.812500
281.140625,0.765625
281.890625,0.750000
282.609375,0.718750
283.328125,0.718750
284.031250,0.703125
284.750000,0.718750
285.453125,0.703125
286.234375,0.781250
286.984375,0.750000
287.703125,0.718750
288.484375,0.781250
289.296875,0.812500
290.062500,0.765625
290.812500,0.750000
291.562500,0.750000
292.328125,0.765625
293.078125,0.750000
293.796875,0.718750
294.500000,0.703125
295.062500,0.562500
298.843750,0.687500
299.546875,0.703125
300.312500,0.765625
301.078125,0.765625
301.781250,0.703125
302.500000,0.718750
303.234375,0.734375
304.000000,0.765625
304.718750,0.718750
305.484375,0.765625
306.265625,0.781250
306.984375,0.718750
307.765625,0.781250
308.546875,0.781250
309.281250,0.734375
310.031250,0.750000
335.140625,0.703125
335.859375,0.718750
336.562500,0.703125
337.312500,0.750000
343.984375,0.640625
344.640625,0.656250
345.406250,0.765625
346.218750,0.812500
347.031250,0.812500
347.859375,0.828125
348.718750,0.859375
349.546875,0.828125
350.328125,0.781250
351.109375,0.781250
351.890625,0.781250
352.687500,0.796875
353.421875,0.734375
354.156250,0.734375
354.890625,0.734375
