1723807879.000000, 1723807879.000000, 1723807879.000000
32.000000, 32.000000, 32.000000
-24,-45,49
-24,-39,50
-28,-42,48
-31,-42,46
-28,-38,48
-29,-35,49
-27,-35,49
-32,-33,47
-29,-32,49
-31,-33,46
-29,-33,47
-27,-32,48
-27,-35,49
-29,-35,48
-29,-33,49
-27,-34,48
-26,-34,48
-28,-36,48
-30,-35,49
-30,-34,50
-30,-33,48
-28,-33,48
-27,-34,47
-28,-34,46
-27,-34,47
-28,-36,48
-29,-35,49
-30,-37,48
-28,-37,47
-29,-37,47
-29,-36,47
-29,-35,47
-29,-34,48
-29,-35,47
-29,-36,47
-29,-35,47
-29,-35,47
-30,-36,47
-30,-37,46
-28,-35,48
-29,-35,47
-28,-35,46
-29,-35,46
-29,-36,46
-28,-36,47
-31,-35,47
-29,-37,47
-28,-36,47
-29,-36,47
-29,-37,46
-29,-36,46
-28,-36,47
-28,-37,47
-28,-37,47
-29,-36,46
-28,-36,46
-28,-36,45
-29,-37,46
-29,-37,47
-29,-36,47
-30,-36,46
-29,-36,46
-28,-36,47
-29,-37,46
-28,-37,46
-29,-37,46
-29,-36,47
-29,-36,46
-30,-37,46
-29,-37,47
-28,-37,46
-29,-38,46
-29,-38,47
-29,-37,47
-29,-37,46
-29,-37,46
-29,-36,46
-29,-36,46
-28,-36,46
-28,-37,46
-29,-37,46
-28,-37,46
-29,-37,46
-29,-37,46
-29,-37,46
-28,-37,46
-29,-37,46
-28,-37,46
-29,-37,46
-28,-36,46
-29,-37,46
-29,-36,46
-29,-37,46
-29,-37,47
-29,-38,47
-29,-39,47
-30,-38,50
-31,-39,49
-26,-41,50
-23,-41,53
-27,-42,53
-25,-42,51
-25,-38,40
-25,-36,43
-34,-35,45
-35,-30,39
-34,-31,41
-43,-23,25
-43,-21,27
-40,-25,22
-19,-47,10
-16,-12,92
-33,-48,33
-31,-55,47
-28,-48,60
-35,-47,54
-31,-34,55
-27,-30,52
-33,-22,34
-26,-32,41
-36,-31,29
-32,-35,16
-21,-23,20
-35,-42,-20
-68,-40,127
-5,-1,113
-41,-67,11
-21,-45,48
-30,-45,46
-29,-35,39
-26,-31,38
-40,-34,38
-35,-39,44
-23,-37,46
-26,-38,45
-32,-40,44
-36,-39,47
-29,-41,45
-28,-42,40
-32,-41,41
-31,-40,44
-29,-39,45
-31,-36,45
-30,-36,47
-30,-37,44
-30,-37,43
-30,-36,45
-32,-36,44
-32,-37,43
-30,-36,47
-32,-37,46
-32,-38,45
-31,-37,45
-30,-37,45
-32,-37,44
-31,-37,44
-32,-38,44
-30,-37,45
-28,-37,44
-30,-37,44
-31,-36,46
-30,-36,47
-28,-35,46
-27,-32,46
-29,-30,43
-34,-33,39
-33,-34,39
-36,-37,38
-36,-37,40
-35,-39,39
-32,-37,40
-33,-42,36
-34,-42,35
-35,-38,35
-35,-45,30
-33,-38,31
-36,-43,31
-31,-39,29
-28,-33,30
-37,-44,27
-34,-43,26
-33,-34,23
-39,-47,12
-40,-47,6
-28,-35,8
-40,-40,-5
-47,-43,-11
-48,-36,-16
-50,-39,-17
-71,-34,-21
-59,-30,-20
-57,-32,-18
-69,-29,-15
-60,-20,-6
-61,-1,11
-75,1,25
-66,8,33
-65,14,22
-67,25,40
-66,26,44
-52,26,37
-96,29,78
-76,23,74
-35,17,43
-37,14,32
-47,20,39
-47,25,45
-46,25,43
-42,27,39
-43,30,38
-39,32,34
-46,36,37
-48,37,37
-43,30,40
-43,27,39
-48,26,37
-48,24,37
-50,25,36
-50,26,36
-51,27,33
-50,26,33
-51,26,35
-51,26,36
-46,26,37
-46,29,37
-47,29,37
-46,28,37
-48,27,36
-48,27,36
-47,26,36
-50,25,35
-49,25,35
-49,26,36
-48,27,36
-48,27,36
-48,27,36
-49,26,35
-49,26,35
-49,26,35
-50,26,35
-49,25,35
-51,25,35
-49,26,36
-49,26,36
-49,26,36
-49,26,36
-48,26,35
-50,26,35
-48,25,36
-49,25,35
-50,26,35
-49,26,36
-48,26,36
-49,26,36
-49,26,36
-49,25,35
-52,24,36
-51,25,36
-51,25,35
-47,25,36
-44,27,37
-43,29,38
-43,30,37
-46,28,35
-48,26,36
-51,25,36
-49,26,38
-47,27,38
-47,27,38
-46,28,38
-46,27,38
-47,27,37
-47,27,38
-47,27,37
-49,26,37
-48,26,37
-47,26,37
-46,27,37
-46,27,37
-47,27,38
-48,26,37
-47,26,37
-48,27,37
-47,26,37
-48,27,36
-48,26,37
-49,27,35
-49,28,35
-48,27,35
-50,26,33
-47,27,36
-47,27,36
-49,27,36
-48,26,36
-49,27,36
-50,27,34
-49,27,35
-48,26,35
-50,26,35
-49,26,35
-48,27,36
-48,27,36
-48,27,36
-48,27,36
-48,27,36
-48,27,36
-49,27,35
-48,27,36
-48,27,36
-48,26,36
-48,26,36
-50,27,35
-49,26,35
-49,26,34
-49,26,34
-52,26,34
-49,25,35
-49,26,35
-49,26,35
-49,27,35
-49,26,35
-49,26,34
-51,26,35
-50,26,34
-51,26,33
-51,26,33
-52,26,33
-51,25,32
-52,25,32
-51,25,32
-51,25,32
-51,25,33
-51,26,33
-51,26,33
-51,26,33
-51,26,32
-51,26,32
-52,26,32
-51,25,32
-52,26,32
-51,26,32
-52,26,32
-52,26,32
-51,26,32
-52,26,32
-52,25,33
-51,25,32
-51,25,32
-51,26,32
-51,26,32
-51,26,32
-52,26,33
-52,25,32
-51,25,32
-52,26,32
-51,26,32
-52,25,32
-52,25,32
-52,25,32
-51,25,32
-51,26,32
-52,25,32
-51,25,32
-51,26,32
-51,26,32
-51,26,32
-51,25,32
-52,26,32
-51,26,32
-51,25,32
-51,25,32
-51,25,32
-52,25,32
-52,26,32
-51,26,32
-52,26,32
-51,26,32
-51,26,32
-52,26,32
-51,26,32
-51,25,32
-52,26,32
-52,26,32
-51,25,32
-51,26,32
-52,26,32
-51,26,32
-52,25,32
-51,25,32
-52,25,32
-52,25,32
-52,25,32
-52,25,32
-52,25,32
-52,25,32
-52,25,32
-52,25,32
-52,25,32
-52,25,33
-54,26,33
-56,25,33
-53,24,34
-50,23,33
-49,24,34
-47,26,36
-46,26,36
-45,27,36
-49,26,37
-49,25,36
-50,25,35
-51,25,34
-51,25,35
-52,25,34
-51,25,34
-50,25,34
-51,25,34
-50,25,34
-50,25,34
-51,25,34
-50,25,34
-50,25,34
-50,25,34
-48,26,35
-50,26,35
-51,25,34
-52,24,33
-52,24,32
-52,24,32
-52,24,32
-53,25,32
-52,25,32
-51,25,32
